created_timestamp,sens_1,sens_2,sens_4,sens_5
2021-07-05 00:12:27,29.0,56.0,0.0,32.0
2021-07-05 00:12:38,29.0,57.0,0.0,32.0
2021-07-05 00:12:44,29.0,56.0,0.0,32.0
2021-07-05 00:16:08,29.0,57.0,0.0,32.0
2021-07-05 00:16:11,29.0,56.0,0.0,32.0
2021-07-05 00:18:13,29.0,55.0,0.0,32.0
2021-07-05 00:18:15,29.0,56.0,0.0,32.0
2021-07-05 00:19:05,29.0,55.0,0.0,32.0
2021-07-05 00:19:09,31.0,56.0,0.0,32.0
2021-07-05 00:19:12,29.0,56.0,0.0,32.0
2021-07-05 00:19:15,29.0,55.0,0.0,32.0
2021-07-05 00:19:19,29.0,56.0,0.0,32.0
2021-07-05 00:19:29,31.0,56.0,0.0,32.0
2021-07-05 00:19:32,29.0,56.0,0.0,32.0
2021-07-05 00:19:54,29.0,55.0,0.0,32.0
2021-07-05 00:19:57,29.0,56.0,0.0,32.0
2021-07-05 00:20:24,29.0,55.0,0.0,32.0
2021-07-05 00:20:31,29.0,56.0,0.0,32.0
2021-07-05 00:20:34,29.0,55.0,0.0,32.0
2021-07-05 00:20:46,29.0,56.0,0.0,32.0
2021-07-05 00:20:49,29.0,55.0,0.0,32.0
2021-07-05 00:20:52,29.0,56.0,0.0,32.0
2021-07-05 00:21:06,29.0,55.0,0.0,32.0
2021-07-05 00:21:12,29.0,56.0,0.0,32.0
2021-07-05 00:21:15,29.0,55.0,0.0,32.0
2021-07-05 00:21:23,29.0,56.0,0.0,32.0
2021-07-05 00:21:30,29.0,55.0,0.0,32.0
2021-07-05 00:21:43,29.0,56.0,0.0,32.0
2021-07-05 00:22:01,29.0,54.0,0.0,32.0
2021-07-05 00:22:04,29.0,55.0,0.0,32.0
2021-07-05 00:22:07,29.0,56.0,0.0,32.0
2021-07-05 00:22:11,29.0,55.0,0.0,32.0
2021-07-05 00:22:19,29.0,56.0,0.0,32.0
2021-07-05 00:22:22,29.0,55.0,0.0,32.0
2021-07-05 00:22:35,29.0,56.0,0.0,32.0
2021-07-05 00:22:40,29.0,55.0,0.0,32.0
2021-07-05 00:22:42,29.0,56.0,0.0,32.0
2021-07-05 00:22:47,31.0,55.0,0.0,32.0
2021-07-05 00:22:50,29.0,55.0,0.0,32.0
2021-07-05 00:23:16,29.0,56.0,0.0,32.0
2021-07-05 00:23:21,29.0,55.0,0.0,32.0
2021-07-05 00:23:31,31.0,55.0,0.0,32.0
2021-07-05 00:23:35,29.0,55.0,0.0,32.0
2021-07-05 00:23:44,29.0,54.0,0.0,32.0
2021-07-05 00:23:54,29.0,55.0,0.0,32.0
2021-07-05 00:24:06,29.0,54.0,0.0,32.0
2021-07-05 00:24:09,29.0,55.0,0.0,32.0
2021-07-05 00:24:23,29.0,54.0,0.0,32.0
2021-07-05 00:24:30,29.0,55.0,0.0,32.0
2021-07-05 00:24:36,29.0,54.0,0.0,32.0
2021-07-05 00:24:40,29.0,55.0,0.0,32.0
2021-07-05 00:24:58,29.0,54.0,0.0,32.0
2021-07-05 00:25:03,29.0,55.0,0.0,32.0
2021-07-05 00:25:15,29.0,54.0,0.0,32.0
2021-07-05 00:25:18,29.0,55.0,0.0,32.0
2021-07-05 00:25:28,29.0,54.0,0.0,32.0
2021-07-05 00:25:33,31.0,54.0,0.0,32.0
2021-07-05 00:25:36,29.0,54.0,0.0,32.0
2021-07-05 00:25:39,29.0,55.0,0.0,32.0
2021-07-05 00:25:42,29.0,54.0,0.0,32.0
2021-07-05 00:25:50,31.0,54.0,0.0,32.0
2021-07-05 00:25:52,31.0,55.0,0.0,32.0
2021-07-05 00:25:56,31.0,54.0,0.0,32.0
2021-07-05 00:26:01,29.0,54.0,0.0,32.0
2021-07-05 00:26:02,29.0,55.0,0.0,32.0
2021-07-05 00:26:04,31.0,55.0,0.0,32.0
2021-07-05 00:26:07,29.0,55.0,0.0,32.0
2021-07-05 00:26:17,31.0,54.0,0.0,32.0
2021-07-05 00:26:24,29.0,54.0,0.0,32.0
2021-07-05 00:26:27,29.0,55.0,0.0,32.0
2021-07-05 00:26:32,31.0,55.0,0.0,32.0
2021-07-05 00:26:35,29.0,55.0,0.0,32.0
2021-07-05 00:26:40,29.0,54.0,0.0,32.0
2021-07-05 00:26:45,29.0,55.0,0.0,32.0
2021-07-05 00:26:48,29.0,54.0,0.0,32.0
2021-07-05 00:26:55,29.0,55.0,0.0,32.0
2021-07-05 00:27:01,29.0,54.0,0.0,32.0
2021-07-05 00:27:04,29.0,55.0,0.0,32.0
2021-07-05 00:27:11,29.0,54.0,0.0,32.0
2021-07-05 00:27:18,29.0,55.0,0.0,32.0
2021-07-05 00:27:21,29.0,54.0,0.0,32.0
2021-07-05 00:27:29,29.0,55.0,0.0,32.0
2021-07-05 00:27:33,29.0,54.0,0.0,32.0
2021-07-05 00:27:36,29.0,55.0,0.0,32.0
2021-07-05 00:27:39,29.0,54.0,0.0,32.0
2021-07-05 00:27:43,29.0,55.0,0.0,32.0
2021-07-05 00:27:46,29.0,54.0,0.0,32.0
2021-07-05 00:28:07,29.0,55.0,0.0,32.0
2021-07-05 00:28:21,29.0,55.0,0.0,32.0
2021-07-05 00:28:24,29.0,54.0,0.0,32.0
2021-07-05 00:28:38,29.0,55.0,0.0,32.0
2021-07-05 00:28:42,29.0,54.0,0.0,32.0
2021-07-05 00:28:45,29.0,55.0,0.0,32.0
2021-07-05 00:28:52,29.0,54.0,0.0,32.0
2021-07-05 00:28:55,29.0,55.0,0.0,32.0
2021-07-05 00:28:59,29.0,54.0,0.0,32.0
2021-07-05 00:29:02,29.0,55.0,0.0,32.0
2021-07-05 00:29:07,29.0,54.0,0.0,32.0
2021-07-05 00:29:54,29.0,55.0,0.0,32.0
2021-07-05 00:29:55,31.0,55.0,0.0,32.0
2021-07-05 00:29:58,29.0,54.0,0.0,32.0
2021-07-05 00:30:16,29.0,55.0,0.0,32.0
2021-07-05 00:30:23,29.0,54.0,0.0,32.0
2021-07-05 00:30:33,29.0,55.0,0.0,32.0
2021-07-05 00:30:36,29.0,54.0,0.0,32.0
2021-07-05 00:34:01,29.0,53.0,0.0,32.0
2021-07-05 00:34:04,29.0,54.0,0.0,32.0
2021-07-05 00:34:12,31.0,54.0,0.0,32.0
2021-07-05 00:34:15,29.0,54.0,0.0,32.0
2021-07-05 00:34:32,31.0,54.0,0.0,32.0
2021-07-05 00:34:37,29.0,54.0,0.0,32.0
2021-07-05 00:34:43,31.0,54.0,0.0,32.0
2021-07-05 00:34:50,29.0,54.0,0.0,32.0
2021-07-05 00:35:10,31.0,54.0,0.0,32.0
2021-07-05 00:35:13,31.0,53.0,0.0,32.0
2021-07-05 00:35:15,29.0,53.0,0.0,32.0
2021-07-05 00:35:18,29.0,54.0,0.0,32.0
2021-07-05 00:35:34,29.0,53.0,0.0,32.0
2021-07-05 00:35:38,29.0,54.0,0.0,32.0
2021-07-05 00:35:44,29.0,53.0,0.0,32.0
2021-07-05 00:35:48,29.0,54.0,0.0,32.0
2021-07-05 00:35:55,29.0,53.0,0.0,32.0
2021-07-05 00:35:58,29.0,54.0,0.0,32.0
2021-07-05 00:36:09,29.0,53.0,0.0,32.0
2021-07-05 00:36:15,29.0,54.0,0.0,32.0
2021-07-05 00:36:20,29.0,53.0,0.0,32.0
2021-07-05 00:36:23,29.0,54.0,0.0,32.0
2021-07-05 00:36:26,29.0,53.0,0.0,32.0
2021-07-05 00:36:33,29.0,54.0,0.0,32.0
2021-07-05 00:36:54,29.0,53.0,0.0,32.0
2021-07-05 00:37:04,29.0,54.0,0.0,32.0
2021-07-05 00:37:07,29.0,53.0,0.0,32.0
2021-07-05 00:37:16,29.0,54.0,0.0,32.0
2021-07-05 00:37:19,29.0,53.0,0.0,32.0
2021-07-05 00:37:24,29.0,54.0,0.0,32.0
2021-07-05 00:37:35,29.0,53.0,0.0,32.0
2021-07-05 00:37:48,29.0,54.0,0.0,32.0
2021-07-05 00:37:52,29.0,53.0,0.0,32.0
2021-07-05 00:37:55,29.0,54.0,0.0,32.0
2021-07-05 00:38:00,29.0,53.0,0.0,32.0
2021-07-05 00:38:06,29.0,54.0,0.0,32.0
2021-07-05 00:38:10,29.0,53.0,0.0,32.0
2021-07-05 00:38:16,29.0,54.0,0.0,32.0
2021-07-05 00:38:23,29.0,53.0,0.0,32.0
2021-07-05 00:38:34,29.0,54.0,0.0,32.0
2021-07-05 00:38:44,29.0,53.0,0.0,32.0
2021-07-05 00:38:54,29.0,54.0,0.0,32.0
2021-07-05 00:38:59,29.0,53.0,0.0,32.0
2021-07-05 00:39:02,29.0,54.0,0.0,32.0
2021-07-05 00:39:05,29.0,53.0,0.0,32.0
2021-07-05 00:39:06,31.0,53.0,0.0,32.0
2021-07-05 00:39:12,29.0,53.0,0.0,32.0
2021-07-05 00:39:22,29.0,54.0,0.0,32.0
2021-07-05 00:39:25,29.0,53.0,0.0,32.0
2021-07-05 00:39:30,31.0,53.0,0.0,32.0
2021-07-05 00:40:01,31.0,54.0,0.0,32.0
2021-07-05 00:40:04,31.0,53.0,0.0,32.0
2021-07-05 00:40:21,31.0,53.0,0.0,32.0
2021-07-05 00:40:26,29.0,53.0,0.0,32.0
2021-07-05 00:40:32,29.0,54.0,0.0,32.0
2021-07-05 00:40:36,29.0,53.0,0.0,32.0
2021-07-05 00:40:39,29.0,54.0,0.0,32.0
2021-07-05 00:40:43,29.0,53.0,0.0,32.0
2021-07-05 00:40:59,31.0,53.0,0.0,32.0
2021-07-05 00:41:07,29.0,53.0,0.0,32.0
2021-07-05 00:41:24,31.0,53.0,0.0,32.0
2021-07-05 00:41:27,29.0,53.0,0.0,32.0
2021-07-05 00:42:05,31.0,53.0,0.0,32.0
2021-07-05 00:42:10,29.0,53.0,0.0,32.0
2021-07-05 00:42:13,31.0,53.0,0.0,32.0
2021-07-05 00:42:23,29.0,53.0,0.0,32.0
2021-07-05 00:42:34,31.0,53.0,0.0,32.0
2021-07-05 00:42:41,29.0,53.0,0.0,32.0
2021-07-05 00:42:44,31.0,53.0,0.0,32.0
2021-07-05 00:42:47,29.0,53.0,0.0,32.0
2021-07-05 00:42:57,29.0,52.0,0.0,32.0
2021-07-05 00:43:00,29.0,53.0,0.0,32.0
2021-07-05 00:43:32,31.0,53.0,0.0,32.0
2021-07-05 00:43:35,29.0,53.0,0.0,32.0
2021-07-05 00:43:43,31.0,53.0,0.0,32.0
2021-07-05 00:43:50,29.0,53.0,0.0,32.0
2021-07-05 00:44:03,31.0,53.0,0.0,32.0
2021-07-05 00:44:06,29.0,53.0,0.0,32.0
2021-07-05 00:44:21,31.0,53.0,0.0,32.0
2021-07-05 00:44:24,29.0,53.0,0.0,32.0
2021-07-05 00:44:42,31.0,53.0,0.0,32.0
2021-07-05 00:44:44,29.0,53.0,0.0,32.0
2021-07-05 00:45:30,31.0,53.0,0.0,32.0
2021-07-05 00:45:33,29.0,53.0,0.0,32.0
2021-07-05 00:45:58,31.0,53.0,0.0,32.0
2021-07-05 00:46:01,29.0,53.0,0.0,32.0
2021-07-05 00:47:00,29.0,54.0,0.0,32.0
2021-07-05 00:47:04,29.0,53.0,0.0,32.0
2021-07-05 00:47:32,31.0,53.0,0.0,32.0
2021-07-05 00:47:35,29.0,53.0,0.0,32.0
2021-07-05 00:47:42,29.0,52.0,0.0,32.0
2021-07-05 00:47:45,29.0,53.0,0.0,32.0
2021-07-05 00:47:52,29.0,52.0,0.0,32.0
2021-07-05 00:47:56,29.0,53.0,0.0,32.0
2021-07-05 00:48:13,29.0,52.0,0.0,32.0
2021-07-05 00:48:17,29.0,53.0,0.0,32.0
2021-07-05 00:48:37,29.0,52.0,0.0,32.0
2021-07-05 00:48:41,29.0,53.0,0.0,32.0
2021-07-05 00:48:48,29.0,52.0,0.0,32.0
2021-07-05 00:48:51,29.0,53.0,0.0,32.0
2021-07-05 00:48:57,29.0,52.0,0.0,32.0
2021-07-05 00:49:04,29.0,53.0,0.0,32.0
2021-07-05 00:49:50,29.0,52.0,0.0,32.0
2021-07-05 00:49:53,29.0,53.0,0.0,32.0
2021-07-05 00:50:18,29.0,52.0,0.0,32.0
2021-07-05 00:50:21,29.0,53.0,0.0,32.0
2021-07-05 00:50:27,29.0,52.0,0.0,32.0
2021-07-05 00:50:38,29.0,53.0,0.0,32.0
2021-07-05 00:50:41,29.0,52.0,0.0,32.0
2021-07-05 00:50:44,29.0,53.0,0.0,32.0
2021-07-05 00:50:55,29.0,52.0,0.0,32.0
2021-07-05 00:50:59,29.0,53.0,0.0,32.0
2021-07-05 00:51:24,31.0,53.0,0.0,32.0
2021-07-05 00:51:27,29.0,53.0,0.0,32.0
2021-07-05 00:51:48,29.0,52.0,0.0,32.0
2021-07-05 00:51:51,29.0,53.0,0.0,32.0
2021-07-05 00:52:01,29.0,52.0,0.0,32.0
2021-07-05 00:52:04,29.0,53.0,0.0,32.0
2021-07-05 00:52:11,29.0,52.0,0.0,32.0
2021-07-05 00:52:18,29.0,53.0,0.0,32.0
2021-07-05 00:52:21,31.0,53.0,0.0,32.0
2021-07-05 00:52:26,29.0,53.0,0.0,32.0
2021-07-05 00:52:29,29.0,52.0,0.0,32.0
2021-07-05 00:52:32,29.0,53.0,0.0,32.0
2021-07-05 00:52:46,29.0,52.0,0.0,32.0
2021-07-05 00:53:03,29.0,53.0,0.0,32.0
2021-07-05 00:53:06,29.0,52.0,0.0,32.0
2021-07-05 00:53:13,29.0,53.0,0.0,32.0
2021-07-05 00:53:16,29.0,52.0,0.0,32.0
2021-07-05 00:53:28,29.0,53.0,0.0,32.0
2021-07-05 00:53:31,29.0,52.0,0.0,32.0
2021-07-05 00:53:47,29.0,53.0,0.0,32.0
2021-07-05 00:53:56,29.0,52.0,0.0,32.0
2021-07-05 00:54:02,29.0,53.0,0.0,32.0
2021-07-05 00:54:05,29.0,52.0,0.0,32.0
2021-07-05 00:54:22,29.0,53.0,0.0,32.0
2021-07-05 00:54:30,29.0,52.0,0.0,32.0
2021-07-05 00:54:33,29.0,53.0,0.0,32.0
2021-07-05 00:54:37,31.0,52.0,0.0,32.0
2021-07-05 00:54:40,29.0,52.0,0.0,32.0
2021-07-05 00:55:03,29.0,53.0,0.0,32.0
2021-07-05 00:55:14,29.0,52.0,0.0,32.0
2021-07-05 00:55:36,29.0,53.0,0.0,32.0
2021-07-05 00:55:39,29.0,52.0,0.0,32.0
2021-07-05 00:55:46,29.0,53.0,0.0,32.0
2021-07-05 00:55:49,29.0,52.0,0.0,32.0
2021-07-05 00:55:54,31.0,52.0,0.0,32.0
2021-07-05 00:55:57,29.0,52.0,0.0,32.0
2021-07-05 00:56:04,29.0,53.0,0.0,32.0
2021-07-05 00:56:07,31.0,53.0,0.0,32.0
2021-07-05 00:56:10,31.0,52.0,0.0,32.0
2021-07-05 00:56:11,29.0,52.0,0.0,32.0
2021-07-05 00:56:14,29.0,53.0,0.0,32.0
2021-07-05 00:56:17,29.0,52.0,0.0,32.0
2021-07-05 00:56:59,31.0,52.0,0.0,32.0
2021-07-05 00:57:03,29.0,52.0,0.0,32.0
2021-07-05 00:57:24,31.0,52.0,0.0,32.0
2021-07-05 00:57:27,29.0,52.0,0.0,32.0
2021-07-05 00:57:47,31.0,52.0,0.0,32.0
2021-07-05 00:57:50,29.0,52.0,0.0,32.0
2021-07-05 00:57:57,29.0,53.0,0.0,32.0
2021-07-05 00:58:00,29.0,52.0,0.0,32.0
2021-07-05 00:58:02,31.0,52.0,0.0,32.0
2021-07-05 00:58:05,29.0,52.0,0.0,32.0
2021-07-05 00:58:20,31.0,52.0,0.0,32.0
2021-07-05 00:58:22,29.0,52.0,0.0,32.0
2021-07-05 00:58:26,31.0,52.0,0.0,32.0
2021-07-05 00:58:42,31.0,53.0,0.0,32.0
2021-07-05 00:58:46,31.0,52.0,0.0,32.0
2021-07-05 00:59:01,29.0,52.0,0.0,32.0
2021-07-05 00:59:14,31.0,52.0,0.0,32.0
2021-07-05 00:59:28,31.0,53.0,0.0,32.0
2021-07-05 00:59:31,31.0,52.0,0.0,32.0
2021-07-05 00:59:35,31.0,52.0,0.0,32.0
2021-07-05 00:59:45,31.0,53.0,0.0,32.0
2021-07-05 00:59:48,31.0,52.0,0.0,32.0
2021-07-05 00:59:53,29.0,52.0,0.0,32.0
2021-07-05 01:00:23,31.0,52.0,0.0,32.0
2021-07-05 01:00:28,29.0,52.0,0.0,32.0
2021-07-05 01:00:34,31.0,52.0,0.0,32.0
2021-07-05 01:00:38,29.0,52.0,0.0,32.0
2021-07-05 01:00:54,29.0,51.0,0.0,32.0
2021-07-05 01:00:57,29.0,52.0,0.0,32.0
2021-07-05 01:01:09,31.0,52.0,0.0,32.0
2021-07-05 01:01:16,29.0,52.0,0.0,32.0
2021-07-05 01:01:30,31.0,52.0,0.0,32.0
2021-07-05 01:01:34,29.0,52.0,0.0,32.0
2021-07-05 01:01:37,31.0,52.0,0.0,32.0
2021-07-05 01:01:40,29.0,52.0,0.0,32.0
2021-07-05 01:02:08,31.0,52.0,0.0,32.0
2021-07-05 01:02:11,29.0,52.0,0.0,32.0
2021-07-05 01:02:45,31.0,52.0,0.0,32.0
2021-07-05 01:02:48,29.0,52.0,0.0,32.0
2021-07-05 01:03:10,31.0,52.0,0.0,32.0
2021-07-05 01:03:13,29.0,52.0,0.0,32.0
2021-07-05 01:03:23,31.0,52.0,0.0,32.0
2021-07-05 01:03:26,29.0,52.0,0.0,32.0
2021-07-05 01:03:47,29.0,51.0,0.0,32.0
2021-07-05 01:03:50,29.0,52.0,0.0,32.0
2021-07-05 01:04:25,29.0,51.0,0.0,32.0
2021-07-05 01:04:28,29.0,52.0,0.0,32.0
2021-07-05 01:04:35,29.0,51.0,0.0,32.0
2021-07-05 01:04:38,29.0,52.0,0.0,32.0
2021-07-05 01:04:43,29.0,51.0,0.0,32.0
2021-07-05 01:04:50,29.0,52.0,0.0,32.0
2021-07-05 01:05:28,29.0,51.0,0.0,32.0
2021-07-05 01:05:31,29.0,52.0,0.0,32.0
2021-07-05 01:05:41,29.0,51.0,0.0,32.0
2021-07-05 01:05:44,29.0,52.0,0.0,32.0
2021-07-05 01:06:05,29.0,51.0,0.0,32.0
2021-07-05 01:06:09,29.0,52.0,0.0,32.0
2021-07-05 01:06:12,29.0,51.0,0.0,32.0
2021-07-05 01:06:15,29.0,52.0,0.0,32.0
2021-07-05 01:06:19,29.0,51.0,0.0,32.0
2021-07-05 01:06:22,29.0,50.0,0.0,32.0
2021-07-05 01:06:25,29.0,52.0,0.0,32.0
2021-07-05 01:06:53,29.0,51.0,0.0,32.0
2021-07-05 01:06:56,29.0,52.0,0.0,32.0
2021-07-05 01:07:00,29.0,51.0,0.0,32.0
2021-07-05 01:07:03,29.0,52.0,0.0,32.0
2021-07-05 01:07:28,29.0,51.0,0.0,32.0
2021-07-05 01:07:31,29.0,52.0,0.0,32.0
2021-07-05 01:07:39,29.0,51.0,0.0,32.0
2021-07-05 01:07:42,29.0,52.0,0.0,32.0
2021-07-05 01:07:46,29.0,51.0,0.0,32.0
2021-07-05 01:07:49,29.0,52.0,0.0,32.0
2021-07-05 01:07:59,29.0,51.0,0.0,32.0
2021-07-05 01:08:17,29.0,52.0,0.0,32.0
2021-07-05 01:08:30,29.0,51.0,0.0,32.0
2021-07-05 01:08:40,29.0,50.0,0.0,32.0
2021-07-05 01:08:45,29.0,52.0,0.0,32.0
2021-07-05 01:08:48,29.0,51.0,0.0,32.0
2021-07-05 01:09:09,29.0,50.0,0.0,32.0
2021-07-05 01:09:12,29.0,51.0,0.0,32.0
2021-07-05 01:09:16,29.0,52.0,0.0,32.0
2021-07-05 01:09:19,29.0,51.0,0.0,32.0
2021-07-05 01:09:29,29.0,52.0,0.0,32.0
2021-07-05 01:09:34,29.0,51.0,0.0,32.0
2021-07-05 01:09:37,29.0,52.0,0.0,32.0
2021-07-05 01:09:40,29.0,51.0,0.0,32.0
2021-07-05 01:09:57,29.0,50.0,0.0,32.0
2021-07-05 01:10:01,29.0,51.0,0.0,32.0
2021-07-05 01:10:10,29.0,52.0,0.0,32.0
2021-07-05 01:10:18,29.0,51.0,0.0,32.0
2021-07-05 01:10:28,29.0,50.0,0.0,32.0
2021-07-05 01:10:32,29.0,51.0,0.0,32.0
2021-07-05 01:10:46,29.0,50.0,0.0,32.0
2021-07-05 01:10:50,29.0,51.0,0.0,32.0
2021-07-05 01:11:03,29.0,50.0,0.0,32.0
2021-07-05 01:11:11,31.0,50.0,0.0,32.0
2021-07-05 01:11:14,31.0,52.0,0.0,32.0
2021-07-05 01:11:15,29.0,52.0,0.0,32.0
2021-07-05 01:11:17,29.0,51.0,0.0,32.0
2021-07-05 01:11:28,29.0,50.0,0.0,32.0
2021-07-05 01:11:37,29.0,51.0,0.0,32.0
2021-07-05 01:11:52,29.0,50.0,0.0,32.0
2021-07-05 01:12:05,31.0,50.0,0.0,32.0
2021-07-05 01:12:08,31.0,51.0,0.0,32.0
2021-07-05 01:12:09,29.0,51.0,0.0,32.0
2021-07-05 01:12:12,31.0,50.0,0.0,32.0
2021-07-05 01:12:20,29.0,51.0,0.0,32.0
2021-07-05 01:12:23,31.0,51.0,0.0,32.0
2021-07-05 01:12:33,31.0,50.0,0.0,32.0
2021-07-05 01:12:36,31.0,51.0,0.0,32.0
2021-07-05 01:12:41,29.0,51.0,0.0,32.0
2021-07-05 01:12:43,31.0,51.0,0.0,32.0
2021-07-05 01:12:46,29.0,50.0,0.0,32.0
2021-07-05 01:12:49,29.0,51.0,0.0,32.0
2021-07-05 01:12:54,29.0,50.0,0.0,32.0
2021-07-05 01:13:04,29.0,51.0,0.0,32.0
2021-07-05 01:13:07,29.0,50.0,0.0,32.0
2021-07-05 01:13:10,29.0,51.0,0.0,32.0
2021-07-05 01:13:14,29.0,50.0,0.0,32.0
2021-07-05 01:13:17,29.0,51.0,0.0,32.0
2021-07-05 01:13:22,29.0,50.0,0.0,32.0
2021-07-05 01:13:25,29.0,51.0,0.0,32.0
2021-07-05 01:13:27,29.0,50.0,0.0,32.0
2021-07-05 01:13:32,29.0,51.0,0.0,32.0
2021-07-05 01:13:35,29.0,50.0,0.0,32.0
2021-07-05 01:13:45,29.0,51.0,0.0,32.0
2021-07-05 01:13:48,29.0,50.0,0.0,32.0
2021-07-05 01:13:52,29.0,51.0,0.0,32.0
2021-07-05 01:13:55,29.0,50.0,0.0,32.0
2021-07-05 01:14:05,29.0,51.0,0.0,32.0
2021-07-05 01:14:10,29.0,50.0,0.0,32.0
2021-07-05 01:14:23,31.0,50.0,0.0,32.0
2021-07-05 01:14:28,29.0,50.0,0.0,32.0
2021-07-05 01:14:31,31.0,51.0,0.0,32.0
2021-07-05 01:14:34,31.0,50.0,0.0,32.0
2021-07-05 01:14:37,29.0,50.0,0.0,32.0
2021-07-05 01:14:50,29.0,51.0,0.0,32.0
2021-07-05 01:14:54,29.0,50.0,0.0,32.0
2021-07-05 01:15:07,31.0,51.0,0.0,32.0
2021-07-05 01:15:10,31.0,50.0,0.0,32.0
2021-07-05 01:15:12,29.0,50.0,0.0,32.0
2021-07-05 01:15:15,29.0,51.0,0.0,32.0
2021-07-05 01:15:19,31.0,50.0,0.0,32.0
2021-07-05 01:15:22,29.0,50.0,0.0,32.0
2021-07-05 01:15:25,29.0,51.0,0.0,32.0
2021-07-05 01:15:28,29.0,50.0,0.0,32.0
2021-07-05 01:15:32,31.0,50.0,0.0,32.0
2021-07-05 01:15:35,31.0,51.0,0.0,32.0
2021-07-05 01:15:40,29.0,50.0,0.0,32.0
2021-07-05 01:15:43,31.0,50.0,0.0,32.0
2021-07-05 01:15:47,29.0,50.0,0.0,32.0
