created_timestamp,sens_2,sens_4,sens_5
2021-07-10 22:22:55,420.0,2.0,32.0
2021-07-10 07:28:16,420.0,0.0,32.0
2021-07-05 12:50:17,96.0,0.0,32.0
2021-07-05 11:33:16,490.0,0.0,32.0
2021-07-05 16:19:51,481.0,0.0,32.0
2021-07-05 10:07:57,482.0,0.0,32.0
2021-07-05 17:46:18,377.0,0.0,32.0
2021-07-05 16:48:27,482.0,0.0,32.0
2021-07-05 17:28:31,486.0,0.0,32.0
2021-07-05 23:58:57,77.0,0.0,32.0
2021-07-05 12:28:29,139.0,0.0,32.0
2021-07-05 16:36:23,481.0,0.0,32.0
2021-07-05 07:37:35,492.0,0.0,32.0
2021-07-05 15:23:09,58.0,0.0,32.0
2021-07-10 21:45:07,420.0,1.0,32.0
2021-07-05 08:04:53,401.0,0.0,32.0
2021-07-05 01:27:11,50.0,0.0,32.0
2021-07-05 11:06:29,488.0,0.0,32.0
2021-07-10 07:48:12,420.0,3.0,32.0
2021-07-05 10:36:18,487.0,0.0,32.0
2021-07-05 11:49:44,489.0,0.0,32.0
2021-07-10 21:33:41,420.0,4.0,32.0
2021-07-05 06:37:17,492.0,0.0,32.0
2021-07-05 05:45:19,38.0,0.0,32.0
2021-07-10 22:29:52,420.0,1.0,32.0
2021-07-05 11:51:26,488.0,0.0,32.0
2021-07-10 17:32:50,420.0,4.0,32.0
2021-07-05 11:44:13,489.0,0.0,32.0
2021-07-05 16:51:58,485.0,0.0,32.0
2021-07-05 12:26:31,160.0,0.0,32.0
2021-07-05 11:43:00,488.0,0.0,32.0
2021-07-05 17:13:44,485.0,0.0,32.0
2021-07-05 05:37:56,37.0,0.0,32.0
2021-07-05 00:21:06,55.0,0.0,32.0
2021-07-10 09:51:22,420.0,2.0,32.0
2021-07-05 03:53:16,42.0,0.0,32.0
2021-07-05 08:04:28,411.0,0.0,32.0
2021-07-05 16:11:42,484.0,0.0,32.0
2021-07-05 21:05:32,52.0,0.0,32.0
2021-07-05 17:30:26,485.0,0.0,32.0
2021-07-05 05:02:58,39.0,0.0,32.0
2021-07-05 14:24:56,62.0,0.0,32.0
2021-07-10 16:34:12,420.0,6.0,32.0
2021-07-10 21:38:01,420.0,2.0,32.0
2021-07-05 11:46:46,487.0,0.0,32.0
2021-07-05 10:42:23,493.0,0.0,32.0
2021-07-05 17:09:29,481.0,0.0,32.0
2021-07-10 14:49:35,420.0,0.0,32.0
2021-07-05 03:12:56,44.0,0.0,32.0
2021-07-05 12:05:09,486.0,0.0,32.0
2021-07-05 07:06:47,488.0,0.0,32.0
2021-07-05 15:34:51,57.0,0.0,32.0
2021-07-05 16:33:50,484.0,0.0,32.0
2021-07-05 23:35:36,43.0,0.0,32.0
2021-07-05 15:46:54,475.0,0.0,32.0
2021-07-05 09:25:06,107.0,0.0,32.0
2021-07-05 06:13:10,36.0,0.0,32.0
2021-07-05 07:34:22,489.0,0.0,32.0
2021-07-10 17:17:38,420.0,0.0,32.0
2021-07-05 04:25:16,41.0,0.0,32.0
2021-07-05 11:35:12,488.0,0.0,32.0
2021-07-05 05:27:30,38.0,0.0,32.0
2021-07-05 15:57:13,481.0,0.0,32.0
2021-07-10 09:45:03,420.0,1.0,32.0
2021-07-05 12:14:47,493.0,0.0,32.0
2021-07-05 10:58:49,491.0,0.0,32.0
2021-07-05 08:20:50,112.0,0.0,32.0
2021-07-05 17:41:46,504.0,0.0,32.0
2021-07-05 09:17:28,126.0,0.0,32.0
2021-07-05 17:10:48,482.0,0.0,32.0
2021-07-05 08:19:20,113.0,0.0,32.0
2021-07-10 10:46:55,420.0,0.0,32.0
2021-07-05 06:36:06,420.0,0.0,32.0
2021-07-05 17:05:37,481.0,0.0,32.0
2021-07-05 09:06:47,407.0,0.0,32.0
2021-07-05 03:19:45,43.0,0.0,32.0
2021-07-05 14:29:31,62.0,0.0,32.0
2021-07-05 14:02:31,68.0,0.0,32.0
2021-07-05 15:34:33,58.0,0.0,32.0
2021-07-05 03:20:05,43.0,0.0,32.0
2021-07-05 16:12:58,482.0,0.0,32.0
2021-07-05 22:54:15,46.0,0.0,32.0
2021-07-05 21:49:39,50.0,0.0,32.0
2021-07-05 05:27:48,38.0,0.0,32.0
2021-07-10 09:23:34,420.0,2.0,32.0
2021-07-05 01:34:05,49.0,0.0,32.0
2021-07-05 02:06:13,47.0,0.0,32.0
2021-07-05 08:24:41,107.0,0.0,32.0
2021-07-05 11:01:29,489.0,0.0,32.0
2021-08-15 01:29:37,420.0,2.0,32.0
2021-07-05 16:55:59,486.0,0.0,32.0
2021-07-05 20:46:39,54.0,0.0,32.0
2021-07-05 09:30:39,101.0,0.0,32.0
2021-07-05 15:39:49,57.0,0.0,32.0
2021-07-05 00:12:06,56.0,0.0,32.0
2021-07-10 21:07:48,420.0,0.0,32.0
2021-07-05 11:47:30,487.0,0.0,32.0
2021-07-05 19:16:34,71.0,0.0,32.0
2021-07-05 17:00:05,484.0,0.0,32.0
2021-07-05 14:32:05,62.0,0.0,32.0
2021-07-05 10:23:01,493.0,0.0,32.0
2021-07-05 03:00:09,44.0,0.0,32.0
2021-07-10 09:01:00,420.0,2.0,32.0
2021-08-15 01:49:08,420.0,0.0,32.0
2021-07-10 08:58:24,420.0,2.0,32.0
2021-07-05 12:10:41,486.0,0.0,32.0
2021-07-05 17:22:54,484.0,0.0,32.0
2021-07-10 07:58:14,420.0,0.0,32.0
2021-07-05 12:23:41,229.0,0.0,32.0
2021-07-10 16:56:04,420.0,1.0,32.0
2021-07-05 08:05:06,395.0,0.0,32.0
2021-07-05 06:37:14,492.0,0.0,32.0
2021-07-05 14:15:37,65.0,0.0,32.0
2021-07-05 15:24:48,59.0,0.0,32.0
2021-07-05 07:48:26,492.0,0.0,32.0
2021-07-10 16:25:20,420.0,2.0,32.0
2021-07-05 11:13:18,489.0,0.0,32.0
2021-07-05 08:42:40,489.0,0.0,32.0
2021-07-10 11:19:04,420.0,3.0,32.0
2021-07-05 04:38:15,41.0,0.0,32.0
2021-07-05 20:28:31,57.0,0.0,32.0
2021-07-10 10:45:13,420.0,2.0,32.0
2021-07-05 11:56:34,487.0,0.0,32.0
2021-07-05 12:20:10,405.0,0.0,32.0
2021-07-10 08:32:42,420.0,3.0,32.0
2021-07-10 15:41:05,420.0,0.0,32.0
2021-07-05 18:24:24,91.0,0.0,32.0
2021-07-10 11:12:16,420.0,3.0,32.0
2021-07-10 09:11:50,420.0,0.0,32.0
2021-07-05 10:36:30,487.0,0.0,32.0
2021-07-10 09:33:12,420.0,2.0,32.0
2021-07-10 17:34:12,420.0,1.0,32.0
2021-07-10 21:40:40,420.0,1.0,32.0
2021-07-05 17:18:39,485.0,0.0,32.0
2021-07-05 11:16:38,488.0,0.0,32.0
2021-07-10 15:29:38,420.0,0.0,32.0
2021-07-05 10:13:00,489.0,0.0,32.0
2021-07-05 09:06:20,423.0,0.0,32.0
2021-07-05 11:07:52,486.0,0.0,32.0
2021-07-10 22:09:25,420.0,1.0,32.0
2021-07-10 08:08:06,420.0,2.0,32.0
2021-07-10 22:08:47,420.0,2.0,32.0
2021-07-05 16:20:18,483.0,0.0,32.0
2021-07-05 20:36:35,55.0,0.0,32.0
2021-07-10 07:24:57,420.0,0.0,32.0
2021-07-05 04:33:01,41.0,0.0,32.0
2021-07-05 06:40:37,493.0,0.0,32.0
2021-07-10 17:13:24,420.0,0.0,32.0
2021-07-05 17:16:06,483.0,0.0,32.0
2021-07-10 15:06:42,420.0,2.0,32.0
2021-07-05 10:37:25,486.0,0.0,32.0
2021-07-05 02:25:04,46.0,0.0,32.0
2021-07-05 10:02:30,483.0,0.0,32.0
2021-07-10 07:27:27,420.0,1.0,32.0
2021-07-10 07:29:12,420.0,1.0,32.0
2021-07-05 03:06:03,44.0,0.0,32.0
2021-07-05 00:23:54,55.0,0.0,32.0
2021-07-05 11:01:32,488.0,0.0,32.0
2021-07-05 08:00:15,499.0,0.0,32.0
2021-07-05 00:40:36,53.0,0.0,32.0
2021-07-05 08:08:31,219.0,0.0,32.0
2021-07-10 14:46:00,420.0,0.0,32.0
2021-07-10 08:32:07,420.0,1.0,32.0
2021-07-05 05:51:29,38.0,0.0,32.0
2021-07-05 11:26:27,488.0,0.0,32.0
2021-07-05 10:39:43,488.0,0.0,32.0
2021-07-10 22:11:08,420.0,2.0,32.0
2021-07-05 18:24:16,91.0,0.0,32.0
2021-07-05 15:59:39,480.0,0.0,32.0
2021-07-10 07:36:42,420.0,1.0,32.0
2021-07-05 05:46:17,37.0,0.0,32.0
2021-07-05 07:21:04,493.0,0.0,32.0
2021-07-05 11:53:38,485.0,0.0,32.0
2021-07-05 08:18:35,116.0,0.0,32.0
2021-07-10 21:10:40,420.0,0.0,32.0
2021-07-10 16:16:24,420.0,0.0,32.0
2021-07-05 17:24:48,484.0,0.0,32.0
2021-07-10 16:14:01,420.0,1.0,32.0
2021-07-10 22:32:52,420.0,3.0,32.0
2021-07-05 10:55:15,494.0,0.0,32.0
2021-07-10 15:13:32,420.0,1.0,32.0
2021-07-05 11:19:21,489.0,0.0,32.0
2021-07-10 07:38:15,420.0,2.0,32.0
2021-07-05 10:48:57,492.0,0.0,32.0
2021-07-10 14:54:46,420.0,1.0,32.0
2021-07-05 23:56:50,42.0,0.0,32.0
2021-07-10 16:56:28,420.0,0.0,32.0
2021-07-10 16:15:10,420.0,1.0,32.0
2021-07-05 11:07:11,486.0,0.0,32.0
2021-08-15 02:12:09,420.0,1.0,32.0
2021-07-10 18:03:38,420.0,2.0,32.0
2021-07-05 13:57:45,69.0,0.0,32.0
2021-07-05 18:03:13,106.0,0.0,32.0
2021-07-05 12:02:33,487.0,0.0,32.0
2021-07-05 07:31:11,492.0,0.0,32.0
2021-07-05 07:29:08,491.0,0.0,32.0
2021-07-10 18:13:04,420.0,2.0,32.0
2021-07-05 11:28:29,487.0,0.0,32.0
2021-07-10 09:27:08,420.0,0.0,32.0
2021-07-10 22:19:41,420.0,0.0,32.0
2021-07-05 12:10:06,485.0,0.0,32.0
2021-07-05 04:34:06,41.0,0.0,32.0
2021-07-05 09:01:46,501.0,0.0,32.0
2021-07-05 10:19:08,488.0,0.0,32.0
2021-07-05 07:32:13,493.0,0.0,32.0
2021-07-10 09:16:07,420.0,1.0,32.0
2021-07-05 11:43:21,489.0,0.0,32.0
2021-07-05 11:21:53,485.0,0.0,32.0
2021-07-10 22:25:28,420.0,0.0,32.0
2021-07-10 08:33:37,420.0,2.0,32.0
2021-07-05 11:41:58,487.0,0.0,32.0
2021-07-05 10:12:36,488.0,0.0,32.0
2021-07-10 09:18:54,420.0,1.0,32.0
2021-07-05 22:32:53,47.0,0.0,32.0
2021-07-05 20:26:57,57.0,0.0,32.0
2021-07-10 09:36:31,420.0,1.0,32.0
2021-07-10 10:11:42,420.0,1.0,32.0
2021-07-10 21:34:05,420.0,0.0,32.0
2021-07-05 06:35:47,316.0,0.0,32.0
2021-07-10 20:52:22,420.0,0.0,32.0
2021-07-10 14:34:11,420.0,4.0,32.0
2021-07-05 06:17:17,37.0,0.0,32.0
2021-07-05 04:33:32,40.0,0.0,32.0
2021-07-05 23:42:43,44.0,0.0,32.0
2021-07-10 17:21:55,420.0,1.0,32.0
2021-07-05 08:53:01,490.0,0.0,32.0
2021-07-05 08:46:29,491.0,0.0,32.0
2021-07-10 14:36:58,420.0,0.0,32.0
2021-08-15 01:12:27,420.0,0.0,32.0
2021-07-05 05:05:27,40.0,0.0,32.0
2021-07-05 20:24:37,57.0,0.0,32.0
2021-07-05 16:46:35,485.0,0.0,32.0
2021-07-10 10:08:18,420.0,2.0,32.0
2021-07-05 17:09:11,481.0,0.0,32.0
2021-07-05 23:33:02,43.0,0.0,32.0
2021-07-05 03:06:29,45.0,0.0,32.0
2021-07-05 01:21:37,50.0,0.0,32.0
2021-07-05 01:45:27,48.0,0.0,32.0
2021-07-05 06:38:22,494.0,0.0,32.0
2021-07-05 16:13:47,483.0,0.0,32.0
2021-07-10 10:41:33,420.0,3.0,32.0
2021-07-05 13:15:32,83.0,0.0,32.0
2021-07-05 17:02:33,484.0,0.0,32.0
2021-07-10 10:58:57,420.0,1.0,32.0
2021-07-05 07:27:39,492.0,0.0,32.0
2021-07-05 00:53:16,52.0,0.0,32.0
2021-07-05 10:43:01,494.0,0.0,32.0
2021-07-05 03:50:07,43.0,0.0,32.0
2021-07-05 07:31:59,492.0,0.0,32.0
2021-07-05 13:33:57,75.0,0.0,32.0
2021-07-05 14:21:56,63.0,0.0,32.0
2021-07-05 10:39:54,488.0,0.0,32.0
2021-07-05 03:36:56,43.0,0.0,32.0
2021-07-10 08:41:39,420.0,0.0,32.0
2021-07-05 21:42:04,50.0,0.0,32.0
2021-07-05 06:29:14,36.0,0.0,32.0
2021-07-05 06:49:26,492.0,0.0,32.0
2021-08-15 01:52:47,420.0,1.0,32.0
2021-07-05 08:01:21,507.0,0.0,32.0
2021-07-05 21:31:13,50.0,0.0,32.0
2021-07-05 09:31:32,101.0,0.0,32.0
2021-07-05 09:09:27,273.0,0.0,32.0
2021-07-05 17:23:25,483.0,0.0,32.0
2021-07-10 22:36:03,420.0,3.0,32.0
2021-07-10 08:25:42,420.0,2.0,32.0
2021-07-05 12:17:44,505.0,0.0,32.0
2021-07-05 04:25:57,41.0,0.0,32.0
2021-07-10 15:56:22,420.0,1.0,32.0
2021-07-05 05:50:05,38.0,0.0,32.0
2021-07-05 02:29:52,45.0,0.0,32.0
2021-07-05 07:19:43,494.0,0.0,32.0
2021-07-05 14:51:38,61.0,0.0,32.0
2021-07-05 10:38:28,488.0,0.0,32.0
2021-07-05 05:16:08,38.0,0.0,32.0
2021-07-10 14:16:59,420.0,0.0,32.0
2021-08-15 01:38:02,420.0,1.0,32.0
2021-07-05 08:41:19,486.0,0.0,32.0
2021-07-05 08:35:12,491.0,0.0,32.0
2021-07-10 16:59:17,420.0,1.0,32.0
2021-07-10 21:26:05,420.0,1.0,32.0
2021-07-05 07:56:17,491.0,0.0,32.0
2021-07-05 05:54:31,38.0,0.0,32.0
2021-07-05 21:30:13,50.0,0.0,32.0
2021-07-05 06:38:40,495.0,0.0,32.0
2021-08-15 01:13:21,420.0,0.0,32.0
2021-08-15 01:47:35,420.0,0.0,32.0
2021-07-05 01:35:07,49.0,0.0,32.0
2021-07-05 18:53:22,76.0,0.0,32.0
2021-07-10 21:13:54,420.0,0.0,32.0
2021-07-10 20:52:15,420.0,4.0,32.0
2021-07-05 09:01:04,495.0,0.0,32.0
2021-07-05 23:39:05,43.0,0.0,32.0
2021-07-05 00:59:31,52.0,0.0,32.0
2021-07-05 06:32:24,35.0,0.0,32.0
2021-07-05 13:11:26,85.0,0.0,32.0
2021-07-05 17:09:08,481.0,0.0,32.0
2021-07-05 11:05:51,491.0,0.0,32.0
2021-07-05 17:07:21,483.0,0.0,32.0
2021-07-05 22:59:19,46.0,0.0,32.0
2021-07-05 09:06:43,409.0,0.0,32.0
2021-07-10 21:41:36,420.0,1.0,32.0
2021-07-05 08:54:41,493.0,0.0,32.0
2021-07-10 07:11:26,420.0,2.0,32.0
2021-07-05 03:16:27,43.0,0.0,32.0
2021-07-05 08:00:19,501.0,0.0,32.0
2021-07-05 00:34:37,54.0,0.0,32.0
2021-07-05 10:42:02,493.0,0.0,32.0
2021-07-05 11:44:26,489.0,0.0,32.0
2021-07-05 18:53:38,76.0,0.0,32.0
2021-07-10 14:22:11,420.0,0.0,32.0
2021-07-10 07:12:48,420.0,5.0,32.0
2021-07-05 00:44:42,53.0,0.0,32.0
2021-07-05 11:55:49,487.0,0.0,32.0
2021-07-10 09:56:03,420.0,4.0,32.0
2021-07-05 16:39:41,484.0,0.0,32.0
2021-07-10 16:36:33,420.0,0.0,32.0
2021-07-05 08:18:33,116.0,0.0,32.0
2021-07-05 12:16:17,504.0,0.0,32.0
2021-07-05 05:32:28,38.0,0.0,32.0
2021-07-05 00:22:47,55.0,0.0,32.0
2021-07-05 07:23:33,492.0,0.0,32.0
2021-07-05 08:12:30,145.0,0.0,32.0
2021-07-05 12:19:07,448.0,0.0,32.0
2021-07-05 01:10:01,51.0,0.0,32.0
2021-07-05 12:01:25,487.0,0.0,32.0
2021-07-05 11:54:02,486.0,0.0,32.0
2021-07-10 22:10:13,420.0,21.0,32.0
2021-07-10 22:08:23,420.0,2.0,32.0
2021-07-05 10:52:52,494.0,0.0,32.0
2021-07-05 04:57:16,40.0,0.0,32.0
2021-07-10 16:16:47,420.0,0.0,32.0
2021-07-05 09:03:40,504.0,0.0,32.0
2021-07-05 13:57:02,70.0,0.0,32.0
2021-08-15 02:17:15,420.0,0.0,32.0
2021-07-05 08:32:57,188.0,0.0,32.0
2021-07-10 22:18:07,420.0,2.0,32.0
2021-07-10 07:12:38,420.0,1.0,32.0
2021-07-10 14:19:49,420.0,2.0,32.0
2021-07-05 22:11:59,49.0,0.0,32.0
2021-07-10 22:30:12,420.0,1.0,32.0
2021-07-05 05:30:49,38.0,0.0,32.0
2021-07-05 04:32:40,40.0,0.0,32.0
2021-07-10 08:33:23,420.0,0.0,32.0
2021-07-05 00:07:23,57.0,0.0,32.0
2021-07-05 23:15:36,45.0,0.0,32.0
2021-07-05 12:27:28,149.0,0.0,32.0
2021-07-05 10:32:00,492.0,0.0,32.0
2021-07-05 07:09:34,491.0,0.0,32.0
2021-08-15 02:09:43,420.0,1.0,32.0
2021-07-05 10:15:39,488.0,0.0,32.0
2021-07-05 22:57:21,45.0,0.0,32.0
2021-07-05 06:35:34,215.0,0.0,32.0
2021-07-05 07:05:21,490.0,0.0,32.0
2021-07-10 07:57:15,420.0,1.0,32.0
2021-07-10 22:26:55,420.0,1.0,32.0
2021-08-15 01:21:06,420.0,0.0,32.0
2021-07-05 14:55:15,60.0,0.0,32.0
2021-07-05 07:11:52,490.0,0.0,32.0
2021-07-10 07:58:32,420.0,1.0,32.0
2021-07-05 06:23:04,36.0,0.0,32.0
2021-07-05 08:10:51,165.0,0.0,32.0
2021-07-05 16:53:35,486.0,0.0,32.0
2021-07-10 09:58:50,420.0,0.0,32.0
2021-07-05 23:55:07,43.0,0.0,32.0
2021-07-10 08:46:16,420.0,3.0,32.0
2021-07-05 11:53:12,486.0,0.0,32.0
2021-07-05 10:41:29,493.0,0.0,32.0
2021-07-05 04:15:47,41.0,0.0,32.0
2021-07-05 09:27:12,104.0,0.0,32.0
2021-07-05 12:11:34,487.0,0.0,32.0
2021-07-05 15:01:04,61.0,0.0,32.0
2021-07-05 15:59:46,481.0,0.0,32.0
2021-07-10 15:56:04,420.0,1.0,32.0
2021-07-05 16:56:06,486.0,0.0,32.0
2021-07-10 20:48:35,420.0,0.0,32.0
2021-07-10 14:31:50,420.0,1.0,32.0
2021-07-05 05:49:29,38.0,0.0,32.0
2021-07-10 10:56:08,420.0,1.0,32.0
2021-07-05 20:54:45,54.0,0.0,32.0
2021-07-05 20:54:24,53.0,0.0,32.0
2021-07-05 12:42:48,102.0,0.0,32.0
2021-07-05 10:58:47,491.0,0.0,32.0
2021-07-05 23:32:27,43.0,0.0,32.0
2021-07-05 06:41:15,492.0,0.0,32.0
2021-07-05 10:11:21,489.0,0.0,32.0
2021-07-10 07:52:35,420.0,5.0,32.0
2021-07-05 17:24:11,483.0,0.0,32.0
2021-07-05 16:40:04,484.0,0.0,32.0
2021-07-05 09:16:57,128.0,0.0,32.0
2021-07-05 05:49:11,38.0,0.0,32.0
2021-07-10 11:10:17,420.0,0.0,32.0
2021-07-05 07:32:07,492.0,0.0,32.0
2021-07-05 00:07:08,56.0,0.0,32.0
2021-07-05 16:04:23,480.0,0.0,32.0
2021-07-05 07:55:53,491.0,0.0,32.0
2021-07-05 01:46:02,48.0,0.0,32.0
2021-07-10 21:07:35,420.0,1.0,32.0
2021-07-05 03:24:01,43.0,0.0,32.0
2021-07-10 14:22:08,420.0,1.0,32.0
2021-07-05 07:41:36,492.0,0.0,32.0
2021-07-05 10:37:15,485.0,0.0,32.0
2021-07-05 07:22:57,488.0,0.0,32.0
2021-07-05 15:01:37,60.0,0.0,32.0
2021-07-05 16:27:31,484.0,0.0,32.0
2021-07-05 18:40:49,82.0,0.0,32.0
2021-07-05 20:34:18,55.0,0.0,32.0
2021-07-05 09:28:49,103.0,0.0,32.0
2021-07-10 14:57:42,420.0,0.0,32.0
2021-07-05 07:31:07,491.0,0.0,32.0
2021-08-15 01:55:20,420.0,1.0,32.0
2021-08-15 01:56:40,420.0,0.0,32.0
2021-07-05 13:37:45,74.0,0.0,32.0
2021-07-05 14:04:14,67.0,0.0,32.0
2021-07-05 03:54:10,43.0,0.0,32.0
2021-07-10 10:41:02,420.0,2.0,32.0
2021-07-10 10:17:09,420.0,1.0,32.0
2021-07-05 18:22:43,92.0,0.0,32.0
2021-07-05 15:45:10,60.0,0.0,32.0
2021-07-05 02:27:34,45.0,0.0,32.0
2021-07-05 07:46:00,492.0,0.0,32.0
2021-07-05 07:03:16,490.0,0.0,32.0
2021-07-05 07:22:45,488.0,0.0,32.0
2021-08-15 01:19:56,420.0,1.0,32.0
2021-07-05 07:39:39,494.0,0.0,32.0
2021-07-10 21:27:20,420.0,3.0,32.0
2021-07-05 07:01:18,487.0,0.0,32.0
2021-07-05 07:04:50,489.0,0.0,32.0
2021-07-05 11:54:56,487.0,0.0,32.0
2021-07-05 05:18:47,38.0,0.0,32.0
2021-07-10 17:21:24,420.0,0.0,32.0
2021-07-05 08:37:03,494.0,0.0,32.0
2021-07-10 16:20:23,420.0,1.0,32.0
2021-07-05 00:38:06,54.0,0.0,32.0
2021-07-10 22:04:40,420.0,1.0,32.0
2021-07-10 14:09:28,420.0,8.0,32.0
2021-07-05 08:41:23,486.0,0.0,32.0
2021-07-10 09:10:35,420.0,1.0,32.0
2021-07-10 08:30:02,420.0,0.0,32.0
2021-07-10 07:34:07,420.0,2.0,32.0
2021-07-05 03:46:59,42.0,0.0,32.0
2021-07-05 05:03:05,40.0,0.0,32.0
2021-07-05 07:08:46,489.0,0.0,32.0
2021-07-05 17:35:30,487.0,0.0,32.0
2021-07-05 16:33:33,483.0,0.0,32.0
2021-07-05 11:25:30,488.0,0.0,32.0
2021-07-10 09:39:28,420.0,3.0,32.0
2021-07-10 09:07:48,420.0,4.0,32.0
2021-07-05 11:35:36,489.0,0.0,32.0
2021-07-05 14:24:39,63.0,0.0,32.0
2021-08-15 02:21:07,420.0,0.0,32.0
2021-08-15 00:13:26,420.0,1.0,32.0
2021-07-05 01:16:08,51.0,0.0,32.0
2021-07-05 11:54:22,487.0,0.0,32.0
2021-07-05 17:24:03,483.0,0.0,32.0
2021-07-05 18:09:46,99.0,0.0,32.0
2021-07-05 09:42:43,94.0,0.0,32.0
2021-07-05 14:05:03,66.0,0.0,32.0
2021-07-10 09:39:39,420.0,0.0,32.0
2021-07-10 15:55:15,420.0,4.0,32.0
2021-07-05 05:33:32,38.0,0.0,32.0
2021-07-05 02:49:58,44.0,0.0,32.0
2021-07-05 17:51:12,157.0,0.0,32.0
2021-07-05 17:46:38,344.0,0.0,32.0
2021-07-05 09:05:27,484.0,0.0,32.0
2021-07-10 22:11:57,420.0,0.0,32.0
2021-07-10 16:49:36,420.0,1.0,32.0
2021-07-05 10:54:53,495.0,0.0,32.0
2021-07-05 17:03:04,484.0,0.0,32.0
2021-07-05 08:48:43,492.0,0.0,32.0
2021-07-05 05:01:49,40.0,0.0,32.0
2021-07-05 05:34:57,38.0,0.0,32.0
2021-07-05 16:08:21,484.0,0.0,32.0
2021-07-10 07:31:44,420.0,0.0,32.0
2021-07-05 07:59:48,497.0,0.0,32.0
2021-07-05 01:51:40,48.0,0.0,32.0
2021-07-05 10:27:24,493.0,0.0,32.0
2021-07-10 08:26:52,420.0,0.0,32.0
2021-07-10 08:56:40,420.0,2.0,32.0
2021-07-10 09:40:52,420.0,21.0,32.0
2021-07-10 17:52:42,420.0,0.0,32.0
2021-07-05 15:52:47,482.0,0.0,32.0
2021-07-05 12:15:49,499.0,0.0,32.0
2021-07-05 01:55:21,48.0,0.0,32.0
2021-07-05 21:54:32,49.0,0.0,32.0
2021-07-05 10:58:56,492.0,0.0,32.0
2021-07-05 13:53:45,71.0,0.0,32.0
2021-07-05 10:20:06,489.0,0.0,32.0
2021-07-10 07:11:08,420.0,0.0,32.0
2021-07-05 04:28:05,40.0,0.0,32.0
2021-08-15 02:14:53,420.0,0.0,32.0
2021-08-15 01:57:58,420.0,0.0,32.0
2021-07-05 09:42:40,95.0,0.0,32.0
2021-07-10 07:46:13,420.0,0.0,32.0
2021-07-05 15:24:24,58.0,0.0,32.0
2021-07-05 05:55:13,38.0,0.0,32.0
2021-07-10 07:10:09,420.0,3.0,32.0
2021-07-05 05:03:41,39.0,0.0,32.0
2021-08-15 00:13:22,420.0,0.0,32.0
2021-07-05 14:40:59,61.0,0.0,32.0
2021-07-10 07:08:08,420.0,7.0,32.0
2021-07-05 02:52:46,45.0,0.0,32.0
2021-07-10 22:32:10,420.0,2.0,32.0
2021-07-10 09:05:02,420.0,1.0,32.0
2021-07-10 14:14:11,420.0,0.0,32.0
2021-07-05 08:46:06,492.0,0.0,32.0
2021-07-05 17:54:18,125.0,0.0,32.0
2021-07-10 10:04:12,420.0,0.0,32.0
2021-07-05 10:33:11,494.0,0.0,32.0
2021-07-05 04:57:06,40.0,0.0,32.0
2021-07-05 00:55:39,52.0,0.0,32.0
2021-07-05 03:22:00,44.0,0.0,32.0
2021-07-10 08:28:22,420.0,1.0,32.0
2021-07-05 16:25:20,485.0,0.0,32.0
